Training on 7927 examples
Training Valence
Train Loss: 0.11556793059297048
Train Loss: 0.11553783108524682
Train Loss: 0.11550807094960291
Train Loss: 0.11547864356092812
Train Loss: 0.11544954247573395
Train Loss: 0.11542076142577692
Train Loss: 0.11539229431195912
Train Loss: 0.11536413519848278
Train Loss: 0.11533627830725307
Train Loss: 0.11530871801251177
Train Loss: 0.11528144883569136
Train Loss: 0.11525446544048656
Train Loss: 0.11522776262811758
Train Loss: 0.11520133533278991
Train Loss: 0.11517517861733909
Train Loss: 0.11514928766904271
Train Loss: 0.11512365779559877
Train Loss: 0.11509828442126717
Train Loss: 0.11507316308315815
Train Loss: 0.1150482894276597
Train Loss: 0.11502365920701457
Train Loss: 0.11499926827601377
Train Loss: 0.11497511258882431
Train Loss: 0.11495118819593489
Train Loss: 0.11492749124121288
Train Loss: 0.11490401795907569
Train Loss: 0.11488076467175772
Train Loss: 0.11485772778668832
Train Loss: 0.11483490379395822
Train Loss: 0.11481228926387588
Train Loss: 0.11478988084462183
Train Loss: 0.11476767525997192
Train Loss: 0.1147456693071142
Train Loss: 0.11472385985453563
Train Loss: 0.11470224383998459
Train Loss: 0.11468081826850515
Train Loss: 0.11465958021053746
Train Loss: 0.11463852680008509
Train Loss: 0.11461765523294397
Train Loss: 0.11459696276498949
Train Loss: 0.11457644671052801
Train Loss: 0.11455610444069453
Train Loss: 0.11453593338190803
Train Loss: 0.11451593101438252
Train Loss: 0.11449609487067898
Train Loss: 0.11447642253430693
Train Loss: 0.11445691163837661
Train Loss: 0.11443755986428801
Train Loss: 0.11441836494046573
Train Loss: 0.11439932464113298
Train Loss: 0.1143804367851263
Train Loss: 0.11436169923474208
Train Loss: 0.11434310989462948
Train Loss: 0.11432466671070672
Train Loss: 0.11430636766911903
Train Loss: 0.1142882107952235
Train Loss: 0.1142701941526089
Train Loss: 0.11425231584214528
Train Loss: 0.1142345740010578
Train Loss: 0.11421696680203333
Train Loss: 0.11419949245235152
Train Loss: 0.11418214919304487
Train Loss: 0.1141649352980779
Train Loss: 0.11414784907355645
Train Loss: 0.11413088885695667
Train Loss: 0.11411405301637731
Train Loss: 0.11409733994981537
Train Loss: 0.11408074808446136
Train Loss: 0.11406427587601028
Train Loss: 0.11404792180800369
Train Loss: 0.11403168439117957
Train Loss: 0.11401556216284474
Train Loss: 0.11399955368626499
Train Loss: 0.11398365755007277
Training Arousal
Train Loss: 9.307432269458946
Train Loss: 263.09664296363457
Train Loss: 2232.845764611954
Train Loss: 5795.156612388656
Train Loss: 5321.954538500787
Train Loss: 1708.8623581073962
Train Loss: 159.61253451736056
Train Loss: 2.3522904074170743
Train Loss: 0.09035058420315627
Train Loss: 0.08715750220714216
Train Loss: 0.08533915110210745
Train Loss: 0.08384334409695011
Train Loss: 0.08257894102633608
Train Loss: 0.08149271925598567
Train Loss: 0.08054724846574833
Train Loss: 0.07971516191116003
Train Loss: 0.07897592949663307
Train Loss: 0.07831381901115098
Train Loss: 0.07771655300593948
Train Loss: 0.07717439686819436
Train Loss: 0.07667952375062927
Train Loss: 0.07622556242806604
Train Loss: 0.07580726905649728
Train Loss: 0.07542028471358858
Train Loss: 0.07506095349873301
Train Loss: 0.07472618414206772
Train Loss: 0.0744133433707576
Train Loss: 0.07412017279002417
Train Loss: 0.07384472340511167
Train Loss: 0.07358530353715981
Train Loss: 0.07334043702108684
Train Loss: 0.07310882937719415
Train Loss: 0.07288934022486561
Train Loss: 0.07268096062561327
Train Loss: 0.07248279435057792
Train Loss: 0.07229404229620935
Train Loss: 0.0721139894433997
Train Loss: 0.07194199388519526
Train Loss: 0.07177747754742361
Train Loss: 0.07161991830295787
Train Loss: 0.07146884323962589
Train Loss: 0.07132382288811778
Train Loss: 0.07118446625270614
Train Loss: 0.07105041651649716
Train Loss: 0.070921347315952
Train Loss: 0.07079695949788847
Train Loss: 0.07067697828704472
Train Loss: 0.07056115080434976
Train Loss: 0.07044924388588335
Train Loss: 0.0703410421605181
Train Loss: 0.0702363463508712
Train Loss: 0.07013497176763406
Train Loss: 0.0700367469718768
Train Loss: 0.06994151258368449
Train Loss: 0.06984912021864222
Train Loss: 0.06975943153630292
Train Loss: 0.06967231738701513
Train Loss: 0.06958765704534768
Train Loss: 0.06950533751994047
Train Loss: 0.06942525293097147
Train Loss: 0.06934730394755696
Train Loss: 0.06927139727841934
Train Loss: 0.06919744520996571
Train Loss: 0.06912536518667087
Train Loss: 0.06905507942927182
Train Loss: 0.06898651458682611
Train Loss: 0.0689196014191429
Train Loss: 0.06885427450652051
Train Loss: 0.0687904719840609
Train Loss: 0.06872813529814326
Train Loss: 0.06866720898291688
Train Loss: 0.06860764045489898
Train Loss: 0.0685493798239753
Train Loss: 0.06849237971927616
Train Loss: 0.06843659512857944
Train Loss: 0.0683819832500051
Train Loss: 0.06832850335491768
Train Loss: 0.06827611666104891
Train Loss: 0.06822478621494923
Train Loss: 0.06817447678298125
Train Loss: 0.06812515475012242
Train Loss: 0.06807678802592931
Train Loss: 0.06802934595707905
Train Loss: 0.06798279924594208
Train Loss: 0.06793711987471061
Train Loss: 0.06789228103463797
Train Loss: 0.0678482570599893
Train Loss: 0.0678050233663322
Train Loss: 0.06776255639284673
Train Loss: 0.06772083354833687
Train Loss: 0.0676798331606773
Train Loss: 0.06763953442943217
Train Loss: 0.06759991738141972
Train Loss: 0.06756096282900849
Train Loss: 0.06752265233094464
Train Loss: 0.0674849681555354
Train Loss: 0.06744789324602743
Train Loss: 0.06741141118801405
Train Loss: 0.0673755061787478
Train Loss: 0.06734016299821816
Train Loss: 0.06730536698188234
Train Loss: 0.06727110399493161
Train Loss: 0.0672373604080004
Train Loss: 0.06720412307422001
Train Loss: 0.06717137930752294
Train Loss: 0.06713911686213722
Train Loss: 0.06710732391317131
Train Loss: 0.0670759890382394
Train Loss: 0.06704510120005255
Train Loss: 0.06701464972992097
Train Loss: 0.06698462431210968
Train Loss: 0.06695501496899588
Train Loss: 0.06692581204698225
Train Loss: 0.06689700620311638
Train Loss: 0.06686858839238109
Train Loss: 0.0668405498556126
Train Loss: 0.0668128821080091
Train Loss: 0.06678557692819927
Train Loss: 0.06675862634783955
Train Loss: 0.06673202264170379
Train Loss: 0.06670575831824486
Train Loss: 0.06667982611060048
Train Loss: 0.06665421896801386
Train Loss: 0.06662893004765746
Train Loss: 0.06660395270682168
Train Loss: 0.06657928049546788
Train Loss: 0.06655490714910976
Train Loss: 0.06653082658201832
Train Loss: 0.06650703288072257
Train Loss: 0.06648352029780183
Train Loss: 0.06646028324594562
Train Loss: 0.06643731629226873
Train Loss: 0.06641461415287796
Train Loss: 0.06639217168766191
Train Loss: 0.06636998389530599
Train Loss: 0.06634804590851678
Train Loss: 0.06632635298944467
Train Loss: 0.0663049005252934
Train Loss: 0.06628368402411478
Train Loss: 0.06626269911077162
Train Loss: 0.06624194152306279
Train Loss: 0.06622140710800954
Train Loss: 0.06620109181828097
Train Loss: 0.06618099170877226
Train Loss: 0.06616110293330624
Train Loss: 0.0661414217414717
Train Loss: 0.06612194447558077
Train Loss: 0.06610266756774394
Train Loss: 0.06608358753705838
Train Loss: 0.06606470098689998
Train Loss: 0.06604600460232068
Train Loss: 0.06602749514754139
Train Loss: 0.06600916946353864
Train Loss: 0.06599102446572179
Train Loss: 0.06597305714169241
Train Loss: 0.06595526454908789
Train Loss: 0.06593764381350427
Train Loss: 0.06592019212648995
Train Loss: 0.06590290674361383
Train Loss: 0.06588578498260285
Train Loss: 0.06586882422154318
Train Loss: 0.06585202189714486
Train Loss: 0.06583537550306894
Train Loss: 0.06581888258831026
Train Loss: 0.06580254075563717
Train Loss: 0.0657863476600845
Train Loss: 0.06577030100749681
Train Loss: 0.06575439855312291
Train Loss: 0.06573863810025533
Train Loss: 0.06572301749891665
Train Loss: 0.06570753464458992
Train Loss: 0.06569218747698931
Train Loss: 0.06567697397887082
Train Loss: 0.06566189217488537
Train Loss: 0.0656469401304651
Train Loss: 0.06563211595074633
Train Loss: 0.0656174177795305
Train Loss: 0.06560284379827125
Train Loss: 0.06558839222510242
Train Loss: 0.06557406131388871
Train Loss: 0.0655598493533107
Train Loss: 0.06554575466597685
Train Loss: 0.06553177560756385
Train Loss: 0.0655179105659814
Train Loss: 0.06550415796056615
Train Loss: 0.0654905162412957
Train Loss: 0.06547698388803098
Train Loss: 0.0654635594097764
Train Loss: 0.06545024134396836
Train Loss: 0.065437028255779
Train Loss: 0.06542391873744474
Train Loss: 0.0654109114076118
Train Loss: 0.0653980049107041
Train Loss: 0.06538519791630439
Train Loss: 0.06537248911856094
Train Loss: 0.06535987723560278
Train Loss: 0.06534736100897863
Train Loss: 0.06533493920310994
Train Loss: 0.06532261060475503
Train Loss: 0.06531037402249672
Training Dominance
Train Loss: 9.425720133720375
Train Loss: 268.938227941028
Train Loss: 2282.6757488978774
Train Loss: 5924.5200597988505
Train Loss: 5440.753208937601
Train Loss: 1746.994271018525
Train Loss: 163.15551078468906
Train Loss: 2.3842174786824426
Train Loss: 0.07176008935117299
Train Loss: 0.06848177502554838
Train Loss: 0.06661145262120399
Train Loss: 0.0650729757801654
Train Loss: 0.06377276991076
Train Loss: 0.06265610146723276
Train Loss: 0.061684448468413075
Train Loss: 0.06082963068946949
Train Loss: 0.060070498986726076
Train Loss: 0.05939084161885045
Train Loss: 0.05877800386947083
Train Loss: 0.0582219502132436
Train Loss: 0.0577146108427399
Train Loss: 0.05724941620563641
Train Loss: 0.05682095896025651
Train Loss: 0.056424744190396
Train Loss: 0.056057001955779395
Train Loss: 0.05571454464427672
Train Loss: 0.05539465703562593
Train Loss: 0.05509501059337928
Train Loss: 0.05481359593750987
Train Loss: 0.05454866912370679
Train Loss: 0.05429870852352095
Train Loss: 0.054062379926845955
Train Loss: 0.05383850808200246
Train Loss: 0.053626053320188195
Train Loss: 0.05342409222819566
Train Loss: 0.05323180156894303
Train Loss: 0.05304844482611366
Train Loss: 0.05287336088312291
Train Loss: 0.05270595444888041
Train Loss: 0.05254568792160198
Train Loss: 0.05239207444307134
Train Loss: 0.05224467194353545
Train Loss: 0.05210307801505043
Train Loss: 0.05196692548090184
Train Loss: 0.05183587855247255
Train Loss: 0.051709629483996496
Train Loss: 0.05158789565097108
Train Loss: 0.05147041699047452
Train Loss: 0.05135695375173944
Train Loss: 0.05124728451365759
Train Loss: 0.051141204432695
Train Loss: 0.05103852369032593
Train Loss: 0.05093906611377498
Train Loss: 0.05084266794772862
Train Loss: 0.05074917675794046
Train Loss: 0.05065845045035858
Train Loss: 0.050570356391713665
Train Loss: 0.05048477061943385
Train Loss: 0.050401577130388134
Train Loss: 0.05032066723936317
Train Loss: 0.050241938999359345
Train Loss: 0.050165296676809044
Train Loss: 0.05009065027569249
Train Loss: 0.05001791510527261
Train Loss: 0.04994701138681599
Train Loss: 0.049877863895223175
Train Loss: 0.04981040163198116
Train Loss: 0.04974455752625568
Train Loss: 0.04968026816131925
Train Loss: 0.04961747352382266
Train Loss: 0.04955611677369697
Train Loss: 0.04949614403271201
Train Loss: 0.04943750418993933
Train Loss: 0.04938014872254657
Train Loss: 0.04932403153052234
Train Loss: 0.04926910878407304
Train Loss: 0.04921533878255697
Train Loss: 0.04916268182395348
Train Loss: 0.04911110008394057
Train Loss: 0.04906055750376403
Train Loss: 0.049011019686157564
Train Loss: 0.04896245379863302
Train Loss: 0.04891482848354342
Train Loss: 0.048868113774358235
Train Loss: 0.048822281017657676
Train Loss: 0.04877730280038751
Train Loss: 0.04873315288196413
Train Loss: 0.048689806130848556
Train Loss: 0.048647238465255704
Train Loss: 0.04860542679767407
Train Loss: 0.048564348982916686
Train Loss: 0.04852398376944391
Train Loss: 0.04848431075371099
Train Loss: 0.04844531033732516
Train Loss: 0.0484069636868132
Train Loss: 0.04836925269580695
Train Loss: 0.048332159949486496
Train Loss: 0.04829566869111437
Train Loss: 0.04825976279052438
Train Loss: 0.048224426714432195
Train Loss: 0.048189645498433555
Train Loss: 0.04815540472059706
Train Loss: 0.04812169047652883
Train Loss: 0.04808848935582065
Train Loss: 0.04805578841979308
Train Loss: 0.04802357518044633
Train Loss: 0.04799183758054539
Train Loss: 0.04796056397476833
Train Loss: 0.0479297431118473
Train Loss: 0.04789936411764681
Train Loss: 0.04786941647911901
Train Loss: 0.047839890029081907
Train Loss: 0.04781077493177269
Train Loss: 0.04778206166913125
Train Loss: 0.04775374102776658
Train Loss: 0.04772580408657267
Train Loss: 0.04769824220494811
Train Loss: 0.04767104701159437
Train Loss: 0.0476442103938483
Train Loss: 0.04761772448753239
Train Loss: 0.047591581667280614
Train Loss: 0.04756577453732172
Train Loss: 0.04754029592269374
Train Loss: 0.0475151388608615
Train Loss: 0.04749029659372198
Train Loss: 0.04746576255997317
Train Loss: 0.04744153038782391
Train Loss: 0.04741759388803586
Train Loss: 0.047393947047269264
Train Loss: 0.04737058402172532
Train Loss: 0.04734749913106453
Train Loss: 0.04732468685259128
Train Loss: 0.04730214181568504
Train Loss: 0.047279858796474526
Train Loss: 0.04725783271273259
Train Loss: 0.04723605861898873
Train Loss: 0.04721453170184631
Train Loss: 0.04719324727549052
Train Loss: 0.04717220077738638
Train Loss: 0.04715138776414606
Train Loss: 0.04713080390757022
Train Loss: 0.047110444990843145
Train Loss: 0.04709030690488473
Train Loss: 0.04707038564484209
Train Loss: 0.04705067730672544
Train Loss: 0.047031178084170316
Train Loss: 0.04701188426532691
Train Loss: 0.04699279222987303
Train Loss: 0.046973898446136086
Train Loss: 0.04695519946832815
Train Loss: 0.04693669193388362
Train Loss: 0.04691837256089942
Train Loss: 0.046900238145667586
Train Loss: 0.046882285560300635
Train Loss: 0.04686451175044441
Train Loss: 0.046846913733075736
Train Loss: 0.046829488594375517
Train Loss: 0.04681223348768635
Train Loss: 0.04679514563153368
Train Loss: 0.04677822230772701
Train Loss: 0.04676146085952077
Train Loss: 0.046744858689844716
Train Loss: 0.04672841325959297
Train Loss: 0.0467121220859762
Train Loss: 0.04669598274092505
Train Loss: 0.04667999284955441
Train Loss: 0.04666415008867617
Train Loss: 0.04664845218536384
Train Loss: 0.046632896915564694
Train Loss: 0.046617482102759095
Train Loss: 0.046602205616664324
Train Loss: 0.046587065371981144
Train Loss: 0.046572059327180615
Train Loss: 0.04655718548333315
Train Loss: 0.04654244188297232
Train Loss: 0.04652782660899873
Train Loss: 0.046513337783615265
Train Loss: 0.046498973567300705
Train Loss: 0.04648473215781268
Train Loss: 0.046470611789222155
Train Loss: 0.04645661073098069
Train Loss: 0.04644272728701503
Train Loss: 0.04642895979484955
Train Loss: 0.04641530662475705
Train Loss: 0.04640176617893396
Train Loss: 0.04638833689070226
Train Loss: 0.046375017223735326
Train Loss: 0.046361805671306495
Train Loss: 0.046348700755560544
Train Loss: 0.04633570102680725
Train Loss: 0.04632280506283537
Train Loss: 0.0463100114682468
Train Loss: 0.04629731887381186
Train Loss: 0.046284725935841986
Train Loss: 0.04627223133557943
Train Loss: 0.046259833778608636
Train Loss: 0.046247531994279306
Train Loss: 0.046235324735151614
Train Loss: 0.0462232107764522
Train Loss: 0.04621118891554869
Test MSE over 1981 items
Valence: 0.12346792624905853
Arousal: 0.07706557774891058
Dominance: 0.050295388336201154
